movieid,name
1806151,"Columbia TriStar Home Entertainment [de] - (1999) (Germany) (DVD)"
1806151,"Columbia TriStar [br] - (Brazil) (DVD)"
1806151,"Filmes Lusomundo [pt] - (1996) (Portugal) (theatrical)"
1806151,"Finnkino [fi] - (1996) (Finland) (VHS)"
1806151,"Home Video Hellas (HVH) [gr] - (1996) (Greece) (VHS)"
1806151,"Mainostelevisio (MTV3) [fi] - (1998) (Finland) (TV) (2000)"
1806151,"MCA/Universal Home Video [us] - (1994) (USA) (VHS) (widescreen)"
1806151,"MCA/Universal Pictures [us] - (1995) (USA) (theatrical)"
1806151,"National Broadcasting Company (NBC) [us] - (1998) (USA) (TV)"
1806151,"United International Pictures (UIP) [ar] - (1996) (Argentina) (theatrical)"
1806151,"United International Pictures (UIP) [ch] - (1996) (Switzerland) (theatrical)"
1806151,"United International Pictures (UIP) [de] - (1996) (Germany) (theatrical)"
1806151,"United International Pictures (UIP) [es] - (1996) (Spain) (theatrical)"
1806151,"United International Pictures (UIP) [fi] - (1996) (Finland) (theatrical)"
1806151,"United International Pictures (UIP) [fr] - (1996) (France) (theatrical)"
1806151,"United International Pictures (UIP) [gb] - (1996) (UK) (theatrical)"
1806151,"United International Pictures (UIP) [gr] - (1996) (Greece) (theatrical)"
1806151,"United International Pictures (UIP) [nl] - (1996) (Netherlands) (theatrical)"
1806151,"United International Pictures (UIP) [se] - (1996) (Sweden) (theatrical)"
1806151,"Universal Home Video [us] - (1998) (USA) (DVD)"
1806151,"Universal Pictures Benelux [nl] - (2007) (Netherlands) (DVD) (HD DVD)"
1806151,"Universal Pictures Finland [fi] - (2005) (Finland) (DVD) (10th Anniversary Edition)"
1806151,"Universal Pictures Finland [fi] - (2012) (Finland) (DVD) (Blu-ray) (both 100th Anniversary Editions)"
1806151,"Universal Pictures Nordic [se] - (2005) (Sweden) (DVD)"
1806151,"Universal Pictures Nordic [se] - (2007) (Sweden) (DVD) (HD DVD)"
1806151,"Universal Pictures Nordic [se] - (2008) (Sweden) (DVD)"
1806151,"Universal Pictures Nordic [se] - (2008) (Sweden) (DVD) (Blu-ray)"
1806151,"Universal Pictures [de] - (2005) (Germany) (DVD)"
1806151,"Universal Studios Home Entertainment [us] - (2006) (USA) (DVD) (HD DVD)"
1806151,"Universal Studios Home Entertainment [us] - (2008) (USA) (DVD) (Blu-ray)"
1806151,"Universal Studios Home Video [us] - (1998) (USA) (DVD)"
1806217,"American Broadcasting Company (ABC) [us] - (1998) (USA) (TV)"
1806217,"Argentina Video Home [ar] - (199?) (Argentina) (VHS)"
1806217,"CIC Vídeo [br] - (199?) (Brazil) (VHS)"
1806217,"CIC Video [de] - (1996) (Germany) (VHS)"
1806217,"CIC-Taft Home Video [au] - (199?) (Australia) (VHS)"
1806217,"Home Video Hellas (HVH) [gr] - (1996) (Greece) (VHS)"
1806217,"MCA/Universal Home Video [us] - (1995) (USA) (VHS)"
1806217,"MCA/Universal Home Video [us] - (1995) (USA) (video) (laserdisc)"
1806217,"Oy Europa Vision AB [fi] - (1995) (Finland) (VHS)"
1806217,"United International Pictures (UIP) [ar] - (1995) (Argentina) (theatrical)"
1806217,"United International Pictures (UIP) [de] - (1995) (Germany) (theatrical)"
1806217,"United International Pictures (UIP) [es] - (1995) (Spain) (theatrical)"
1806217,"United International Pictures (UIP) [fi] - (1995) (Finland) (theatrical)"
1806217,"United International Pictures (UIP) [fr] - (1995) (France) (theatrical)"
1806217,"United International Pictures (UIP) [gb] - (1995) (UK) (theatrical)"
1806217,"United International Pictures (UIP) [gr] - (1995) (Greece) (theatrical)"
1806217,"Universal Pictures Benelux [nl] - (1998) (Netherlands) (VHS)"
1806217,"Universal Pictures Benelux [nl] - (2004) (Netherlands) (DVD)"
1806217,"Universal Pictures Finland Oy [fi] - (2004) (Finland) (DVD)"
1806217,"Universal Pictures [de] - (2004) (Germany) (DVD)"
1806217,"Universal Pictures [us] - (1995) (USA) (theatrical) (as Universal An MCA Company)"
1806794,"American Broadcasting Company (ABC) [us] - (1968) (USA) (TV)"
1806794,"Columbia Films [fi] - (1965) (Finland) (theatrical)"
1806794,"Columbia Pictures [us] - (1965) (USA) (theatrical)"
1806794,"Columbia TriStar Home Entertainment [nl] - (2003) (Netherlands) (DVD)"
1806794,"Columbia TriStar Home Video [us] - (1995) (USA) (video) (laserdisc) (widescreen)"
1806794,"Columbia TriStar Home Video [us] - (2000) (USA) (DVD) (widescreen)"
1806794,"Columbia-Bavaria Filmgesellschaft m.b.H. [de] - (1965) (West Germany) (theatrical)"
1806794,"Mainostelevisio (MTV3) [fi] - (1978) (1982) (Finland) (TV) (as MTV1)"
1806794,"Nelonen [fi] - (1999) (Finland) (TV)"
1806794,"Richard Hebel Video [us] - (????) (USA) (VHS)"
1806794,"Sony Pictures Home Entertainment Nordic [fi] - (2003) (Finland) (DVD)"
1806794,"Sony Pictures Home Entertainment [de] - (2003) (Germany) (DVD)"
1806794,"VEB Progress Film-Vertrieb [ddde] - (1971) (East Germany) (theatrical)"
1806794,"Yleisradio (YLE) [fi] - (1996) (Finland) (TV)"
1806845,"CIC Vídeo [br] - (Brazil) (VHS)"
1806845,"Cinema International Corporation (CIC) [fi] - (1982) (Finland) (theatrical)"
1806845,"Esselte Video [fi] - (1988) (Finland) (video)"
1806845,"Image Entertainment [us] - (1992) (USA) (video) (laserdisc)"
1806845,"Image Entertainment [us] - (1998) (USA) (DVD)"
1806845,"MCA Home Video [us] - (1987) (USA) (VHS) (pan and scan)"
1806845,"MCA/Universal Home Video [us] - (1992) (USA) (VHS) (pan and scan)"
1806845,"MCA/Universal Home Video [us] - (USA) (DVD)"
1806845,"MCA/Universal Home Video [us] - (USA) (laserdisc)"
1806845,"Universal Home Video [br] - (2004) (USA) (DVD) (double-billed with 'An American Werewolf in London')"
1806845,"Universal Home Video [us] - (2002) (USA) (DVD)"
1806845,"Universal Pictures Finland Oy [fi] - (2003) (Finland) (DVD)"
1806845,"Universal Pictures [us] - (1982) (USA) (theatrical)"
1806845,"Universal Studios [us] - (2007) (USA) (DVD) (HD-DVD)"
1806896,"Columbia Broadcasting System (CBS) [us] - (1967) (USA) (TV) (original airing)"
1806896,"Living Colour Entertainment [nl] - (2009) (Netherlands) (DVD)"
1806896,"Mainostelevisio (MTV3) [fi] - (1981) (1986) (Finland) (TV)"
1806896,"Metro-Goldwyn-Mayer (MGM) [fi] - (1959) (Finland) (theatrical)"
1806896,"Metro-Goldwyn-Mayer (MGM) [fr] - (1958) (France) (theatrical)"
1806896,"Metro-Goldwyn-Mayer (MGM) [us] - (1958) (USA) (theatrical)"
1806896,"Metro-Goldwyn-Mayer (MGM) [us] - (1966) (USA) (theatrical) (re-release)"
1806896,"MGM/UA Home Entertainment [us] - (1991) (USA) (video) (laserdisc)"
1806896,"MGM/UA Home Entertainment [us] - (1994) (USA) (VHS)"
1806896,"MGM/UA Home Entertainment [us] - (1997) (USA) (DVD)"
1806896,"MGM/UA Home Entertainment [us] - (1997) (USA) (VHS)"
1806896,"Sandrew Metronome Distribution [fi] - (2001) (Finland) (DVD)"
1806896,"Seven Films [gr] - (2008) (Greece) (theatrical) (re-release)"
1806896,"TV3 [fi] - (1992) (Finland) (TV)"
1806896,"Warner Home Vídeo [br] - (????) (Brazil) (DVD)"
1806896,"Warner Home Vídeo [br] - (????) (Brazil) (VHS)"
1806896,"Warner Home Video [de] - (2001) (Germany) (DVD)"
1806896,"Warner Home Video [fi] - (1992) (Finland) (VHS)"
1806896,"Warner Home Video [fi] - (2007) (Finland) (DVD)"
1806896,"Warner Home Video [us] - (1997) (USA) (DVD)"
1806896,"Warner Home Video [us] - (1997) (USA) (VHS)"
1806896,"Warner Home Video [us] - (1999) (USA) (DVD)"
1806896,"Warner Home Video [us] - (2000) (USA) (VHS)"
1806896,"Warner Home Video [us] - (2004) (USA) (DVD)"
1806896,"Warner Home Video [us] - (2006) (USA) (DVD) (special edition)"
1806896,"Yleisradio (YLE) [fi] - (1969) (1998) (2000) (Finland) (TV)"
1806914,"Adams Filmi [fi] - (1985) (Finland) (theatrical)"
1806914,"Cannon Screen Entertainment [de] - (1987) (West Germany) (VHS)"
1806914,"Fox Video [us] - (198?) (USA) (VHS)"
1806914,"Fox Video [us] - (198?) (USA) (video) (laserdisc)"
1806914,"Front Row Filmed Entertainment [ae] - (2008) (United Arab Emirates) (DVD) (Middle East)"
1806914,"Key Video [us] - (198?) (USA) (VHS) (For CBS/Fox Video)"
1806914,"Mainostelevisio (MTV3) [fi] - (1993) (Finland) (TV)"
1806914,"MGM/UA Entertainment Company [us] - (1985) (USA) (theatrical)"
1806914,"Sandrew Metronome Distribution [fi] - (2005) (Finland) (DVD)"
1806914,"Showtime [fi] - (????) (Finland) (video)"
1806914,"Warner Home Video [us] - (2002) (USA) (DVD) (snapcase)"
1806914,"Warner Home Video [us] - (2007) (USA) (DVD) (included in "4 Film Favorites: King of Horror" Stephen King set)"
1807303,"Columbia TriStar Home Video [us] - (2002) (worldwide) (all media)"
1807303,"Iron Hill Pictures"
1807303,"Warwick Pictures (II) [us] - (2001) (USA) (VHS)"
1807444,"Nelonen [fi] - (2002) (Finland) (TV)"
1807444,"Turner Pictures (I) [us] - (1997) (worldwide) (all media)"
1807444,"Warner Bros. Entertainment [ca] - (1997) (Canada) (theatrical)"
1807444,"Warner Bros. [us] - (1997) (USA) (theatrical)"
1807444,"Warner Home Video [fi] - (1998) (Finland) (VHS)"
1807444,"Warner Home Video [nl] - (2008) (Netherlands) (DVD)"
1807562,"Columbia TriStar Home Entertainment [us] - (2003) (USA) (DVD)"
1807562,"Columbia TriStar [br] - (Brazil) (VHS)"
1807562,"Sony Pictures Classics [us]"
1807562,"Sony Pictures Video [jp]"
1807562,"Videosonic Arts [gr] - (1998) (Greece) (VHS)"
1807604,"Live Film & Mediaworks Inc. [us]"
1807863,"Epoca [ar] - (1999) (Argentina) (VHS)"
1807863,"Fox Film Company [gb] - (1933) (UK) (theatrical) (as Fox Film Co. Ltd.)"
1807863,"Fox Film Corporation [us] - (1933) (USA) (theatrical)"
1807863,"Turner Classic Movies (TCM) [us] - (2011) (USA) (TV)"
1808298,"A-Film Distribution [nl] - (2002) (Netherlands) (theatrical)"
1808298,"A-Film Home Entertainment [nl] - (2002) (Netherlands) (video)"
1808298,"Advanced [de] - (Germany)"
1808298,"Artisan Entertainment [us] - (2000) (USA) (all media)"
1808298,"Bac Films [fr] - (France)"
1808298,"Cinema Mondo [fi] - (2001) (Finland) (theatrical)"
1808298,"DHE Castle [fi] - (????) (Finland) (VHS)"
1808298,"Europa Filmes [br] - (2001) (Brazil) (VHS) (DVD)"
1808298,"Europafilm AS [no]"
1808298,"Lions Gate Films [us] - (2003) (North America) (all media)"
1808298,"Madman Entertainment [au] - (2003) (Australia) (DVD)"
1808298,"Momentum Pictures [gb]"
1808298,"Planet Media Home Entertainment [de] - (Germany) (DVD)"
1808298,"Prénom H Co. Ltd. [jp]"
1808298,"SBP [ar] - (2008) (Argentina) (DVD)"
1808298,"SubTV [fi] - (2007) (Finland) (TV)"
1808298,"Transeuropa Video Entertainment (TVE) [ar] - (2001) (Argentina) (VHS)"
1808298,"United King Films [il] - (Israel)"
1808298,"Vértigo Films [es] - (Spain)"
1808524,"Alliance Films [ca] - (1998) (Canada) (DVD)"
1808524,"Arthaus Filmverleih [de] - (1999) (Germany) (theatrical)"
1808524,"Bac Films [fr] - (1999) (France) (theatrical)"
1808524,"Buena Vista Home Entertainment (BVHE) [us] - (1998) (USA) (VHS)"
1808524,"Buena Vista Television [us] - (200?) (USA) (TV)"
1808524,"Cecchi Gori Home Video [it] - (2004) (Italy) (DVD)"
1808524,"Europa Filmes [br] - (200?) (Brazil) (DVD)"
1808524,"Europa Filmes [br] - (200?) (Brazil) (VHS)"
1808524,"Filmes Lusomundo [pt] - (1999) (Portugal) (theatrical)"
1808524,"Indies Film Distribution [nl] - (1999) (Netherlands) (theatrical)"
1808524,"Indies Home Entertainment [nl] - (2000) (Netherlands) (DVD) (VHS)"
1808524,"Laurenfilm [es] - (1999) (Spain) (theatrical)"
1808524,"Líder Films [es] - (1999) (Argentina) (theatrical)"
1808524,"Miramax Films [us] - (1998) (USA) (theatrical)"
1808524,"Tanweer Films [ae] - (2011) (Bangladesh) (TV)"
1808524,"Tanweer Films [ae] - (2011) (Bhutan) (TV)"
1808524,"Tanweer Films [ae] - (2011) (India) (TV)"
1808524,"Tanweer Films [ae] - (2011) (Maldives) (TV)"
1808524,"Tanweer Films [ae] - (2011) (Nepal) (TV)"
1808524,"Tanweer Films [ae] - (2011) (Pakistan) (TV)"
1808524,"Tanweer Films [ae] - (2011) (Sri Lanka) (TV)"
1808524,"Transeuropa Video Entertainment (TVE) [ar] - (1999) (Argentina) (VHS)"
1808813,"Audio Visual Enterprises [gr] - (1997) (Greece) (VHS)"
1808813,"Buena Vista Pictures [us]"
1809047,"Columbia Pictures [us]"
1809047,"Columbia TriStar Films de Argentina [ar] - (2001) (Argentina) (theatrical)"
1809047,"Columbia TriStar Films de España [es] - (Spain)"
1809047,"Columbia TriStar Films [fr] - (France)"
1809047,"LK-TEL [ar] - (2001) (Argentina) (DVD)"
1809047,"LK-TEL [ar] - (2001) (Argentina) (VHS)"
1809047,"Prooptiki Video [gr] - (Greece) (DVD)"
1809047,"Prooptiki Video [gr] - (Greece) (VHS)"
1809047,"Prooptiki [gr] - (Greece)"
1809047,"Sony Pictures Entertainment (SPE) [us]"
1809047,"Sony Pictures Entertainment [jp]"
1809047,"Sony Pictures Releasing [us] - (2000) (USA) (theatrical)"
1809149,"Asociace Ceských Filmových Klubu (ACFK) [cz] - (Czech Republic)"
1809149,"Buena Vista Home Entertainment [fi] - (1999) (Finland) (video)"
1809149,"Buena Vista International (Sweden) [se] - (1999) (Sweden) (theatrical)"
1809149,"Buena Vista International Finland [fi] - (1998) (Finland) (theatrical)"
1809149,"Buena Vista International [ar] - (1999) (Argentina) (theatrical)"
1809149,"Buena Vista International [de] - (Germany)"
1809149,"Cinéart [be] - (1998) (Belgium) (theatrical)"
1809149,"Concorde Home Entertainment [de] - (2003) (Germany) (DVD)"
1809149,"EDKO Film [hk] - (Hong Kong)"
1809149,"Europa Carat [br] - (Brazil) (VHS)"
1809149,"Europa Filmes [br] - (Brazil) (DVD)"
1809149,"Filmes Lusomundo [pt] - (Portugal)"
1809149,"Gativideo [ar] - (1999) (Argentina) (VHS)"
1809149,"Home Vision Entertainment (HVE) [us] - (2004) (USA) (DVD)"
1809149,"Mars Distribution [fr] - (1998) (France) (theatrical)"
1809149,"RCV Film Distribution [nl] - (Belgium)"
1809149,"RCV Film Distribution [nl] - (Luxembourg)"
1809149,"RCV Film Distribution [nl] - (Netherlands)"
1809149,"Sony Pictures Classics [us] - (1998) (USA) (theatrical) (subtitled)"
1809197,"Argentina Video Home [ar] - (1997) (Argentina) (VHS)"
1809197,"I.R.S. Releasing Corporation - (1994) (USA)"
1809197,"YLE Teema [fi] - (2011) (Finland) (TV)"
1809431,"Alliance - (Canada)"
1809431,"Aquarius TV [gr] - (2006) (Greece) (TV)"
1809431,"Araba Films [es] - (Spain)"
1809431,"Daiei [jp] - (1992) (Japan) (theatrical)"
1809431,"KinoVista [fr] - (2007) (Russia) (TV)"
1809431,"Kinowelt Home Entertainment [de] - (2005) (Germany) (DVD)"
1809431,"La Société des Films Sirius [fr] - (1992) (France) (theatrical)"
1809431,"Neue Constantin Film [de] - (1991) (Germany) (theatrical)"
1809431,"OB Films [fr] - (2003) (France) (all media)"
1809431,"Something Weird Video (SWV) [us] - (2009) (USA) (DVD)"
1809431,"VCL Communications [de] - (1992) (Germany) (VHS)"
1809724,"Argentina Video Home [ar] - (2001) (Argentina) (VHS)"
1809724,"Artificial Eye [gb] - (????) (UK) (DVD)"
1809724,"Atalanta Filmes [pt] - (????) (Portugal) (theatrical)"
1809724,"Bac Films [fr] - (1998) (France) (theatrical)"
1809724,"Comstock [jp] - (????) (Japan) (theatrical)"
1809724,"Kino International [us] - (1999) (USA) (DVD) (subtitled)"
1809724,"Kino Video [us] - (2000) (USA) (DVD)"
1809724,"Kino Video [us] - (????) (USA) (VHS)"
1809724,"Primer Plano Film Group [ar] - (2000) (Argentina) (theatrical)"
1809724,"PRO-FUN media Filmverleih [de] - (2008) (Germany) (DVD)"
1809724,"StudioCanal [fr] - (2001) (France) (DVD)"
1809864,"Artificial Eye [gb] - (1996) (UK) (theatrical)"
1809864,"Audio Visual Enterprises [gr] - (1998) (Greece) (VHS)"
1809864,"Bac Films [fr] - (1996) (France) (theatrical)"
1809864,"EDKO Film [hk] - (Hong Kong)"
1809864,"Films de l'Elysée, Les [be] - (1996) (Belgium) (theatrical)"
1809864,"Kinokuniya [jp] - (2010) (Japan) (DVD) (HD remaster)"
1809864,"Les Films Séville [ca] - (1996) (Canada) (theatrical) (Québec)"
1809864,"Palace Films [au] - (1997) (Australia) (theatrical)"
1809864,"Prokino Filmverleih [de] - (1996) (Germany) (theatrical)"
1809864,"Prooptiki [gr] - (1997) (Greece) (theatrical)"
1809864,"Sony Pictures Classics [us] - (1997) (USA) (theatrical) (subtitled)"
1809864,"StudioCanal [fr] - (2005) (France) (DVD)"
1809864,"Vhero Films S.A. [es] - (1998) (Spain) (theatrical)"
1809984,"20th Century Fox Home Entertainment [br] - (Brazil) (DVD)"
1809984,"20th Century Fox Netherlands [nl] - (1996) (Netherlands) (theatrical)"
1809984,"Abril Vídeo [br] - (Brazil) (VHS)"
1809984,"American Broadcasting Company (ABC) [us] - (1999) (USA) (TV) (broadcast premiere)"
1809984,"Egmont Film [se] - (1997) (Sweden) (VHS)"
1809984,"Fox Film [se] - (1996) (Sweden) (theatrical)"
1809984,"Fox Video [us] - (video)"
1809984,"Home Video Hellas (HVH) [gr] - (1997) (Greece) (VHS)"
1809984,"JMM Invest [es] - (Spain)"
1809984,"Svensk Filmindustri (SF) [se] - (1996) (Sweden) (theatrical)"
1809984,"Svensk Filmindustri (SF) [se] - (2001) (Sweden) (DVD)"
1809984,"Svensk Filmindustri (SF) [se] - (2008) (Sweden) (DVD)"
1809984,"Twentieth Century Fox Film Corporation [us] - (1996) (USA) (theatrical)"
1809984,"Twentieth Century Fox Home Entertainment [nl] - (2007) (Netherlands) (DVD) (Blu-Ray Disc)"
1809984,"UGC-Fox Distribution (UFD) [fr] - (1996) (France) (theatrical)"
1809998,"Argentina Video Home [ar] - (Argentina) (video)"
1809998,"Tobis StudioCanal [de] - (Germany)"
1809998,"Warner Bros. [ar] - (Argentina)"
1809998,"Warner Bros. [us]"
1809998,"Warner Home Video Española S.A. [es] - (2002) (Spain) (DVD)"
1809998,"Warner Home Vídeo [br] - (Brazil) (DVD)"
1809998,"Warner Home Vídeo [br] - (Brazil) (VHS)"
1810092,"Behaviour Distribution [ca] - (Canada) (VHS)"
1810092,"Europa Filmes [br] - (????) (Brazil) (VHS)"
1810092,"Highlight Video [de] - (Germany) (VHS)"
1810092,"Trimark Pictures [us]"
1810470,"Brentwood Home Video [us] - (2005) (USA) (DVD)"
1810470,"Critics' Choice Video [us] - (????) (USA) (VHS)"
1810470,"Echo Bridge Home Entertainment [us] - (2008) (USA) (DVD)"
1810470,"Eclipse Films [be] - (1929) (Belgium) (theatrical)"
1810470,"Grapevine Video [us] - (????) (USA) (VHS)"
1810470,"Hollywood Select Video - (1993) (USA) (VHS)"
1810470,"Mappemonde Film [fr] - (1929) (France) (theatrical)"
1810470,"Mill Creek Entertainment [us] - (2007) (USA) (DVD)"
1810470,"Optimum Home Entertainment [gb] - (2007) (UK) (DVD)"
1810470,"St. Clair Vision [us] - (2007) (USA) (DVD)"
1810470,"Timeless Video [us] - (1991) (USA) (VHS)"
1810470,"Universal Pictures Benelux [nl] - (2007) (Netherlands) (DVD)"
1810470,"Universal Pictures Finland Oy [fi] - (2007) (Finland) (DVD) (5-disc Hitchcock Collection: The Early Years)"
1810470,"Wardour Films [gb] - (1928) (UK) (theatrical)"
1811382,"Argentina Video Home [ar] - (Argentina) (video)"
1811382,"Buena Vista Home Video [us] - (USA)"
1811382,"Dimension Films [us] - (USA) (VHS) (cable TV) (dubbed)"
1811382,"Missing in Action (MIA) [gb] - (1999) (UK) (video) (as MIA Video Entertainment)"
1811382,"Rim - (USA) (subtitled theatrical version)"
1811382,"Warner Bros. [ar] - (Argentina)"
1811626,"Action Gitanes [fr] - (1998) (France) (theatrical) (2002) (2003) (2007) (re-issues)"
1811626,"ARC [jp] - (2006) (Japan) (DVD)"
1811626,"ASP [jp] - (2008) (Japan) (DVD)"
1811626,"Bach Films [fr] - (2006) (France) (DVD)"
1811626,"Chapel Distribution [au] - (1997) (Australia) (theatrical) (re-release 2002 new 35mm print)"
1811626,"CIC Victor Video [jp] - (2001) (Japan) (DVD)"
1811626,"Cinema International Corporation (C.I.C.) [jp] - (1973) (Japan) (theatrical)"
1811626,"Comolife [jp] - (????) (Japan) (DVD)"
1811626,"Concorde Home Entertainment [de] - (2012) (Germany) (DVD)"
1811626,"Concorde Home Entertainment [de] - (2012) (Germany) (DVD) (Blu-ray)"
1811626,"Cosmic Publishing [jp] - (2007) (Japan) (DVD)"
1811626,"Criterion Collection, The [us] - (1999) (USA) (DVD)"
1811626,"D3K Entertainment [us] - (1999) (USA) (DVD)"
1811626,"Diamond Entertainment Group (DEG) [us] - (2000) (USA) (DVD)"
1811626,"Filmmuseum Distributie [nl] - (2007) (Netherlands) (theatrical) (re-release)"
1811626,"First Trading [jp] - (2008) (Japan) (DVD)"
1811626,"Forfeited Films [us] - (1984) (USA) (VHS)"
1811626,"GoodTimes Home Video [us] - (1985) (USA) (VHS)"
1811626,"Gotham Distribution [us] - (2002) (USA) (DVD)"
1811626,"Grasshopper [jp] - (2009) (Japan) (DVD)"
1811626,"J. Arthur Rank Film Distributors [gb] - (1963) (UK) (theatrical)"
1811626,"Laserlight Entertainment [us] - (2003) (USA) (DVD)"
1811626,"Madacy Entertainment [ca] - (2000) (USA) (DVD)"
1811626,"Madacy Entertainment [ca] - (2001) (USA) (VHS)"
1811626,"Mainostelevisio (MTV3) [fi] - (1979) (Finland) (TV) (as MTV1)"
1811626,"MCA Home Video [us] - (1981) (USA) (VHS)"
1811626,"National Broadcasting Company (NBC) [us] - (1968) (USA) (TV) (original airing)"
1811626,"Paramount Home Entertainment [nl] - (19??) (Netherlands) (VHS)"
1811626,"Passport International Entertainment [us] - (2003) (USA) (DVD)"
1811626,"Phoenix Bild- und Tonträger Vertrieb [de] - (2007) (Germany) (DVD)"
1811626,"Pioneer LDC [jp] - (1988) (Japan) (VHS)"
1811626,"Pioneer LDC [jp] - (1993) (Japan) (VHS)"
1811626,"Pioneer LDC [jp] - (1994) (Japan) (video) (laserdisk)"
1811626,"Reel Media International [us] - (2004) (worldwide) (VHS)"
1811626,"Reel Media International [us] - (2007) (worldwide) (all media)"
1811626,"Startime Video - (????) (USA) (VHS)"
1811626,"Tone [jp] - (2005) (Japan) (DVD)"
1811626,"UAV Entertainment [us] - (1999) (USA) (DVD)"
1811626,"Unicorn Video [us] - (2002) (USA) (DVD)"
1811626,"United American Video [us] - (1997) (USA) (DVD)"
1811626,"Universal Films Española [es] - (1964) (Spain) (theatrical)"
1811626,"Universal Home Entertainment [us] - (2003) (USA) (DVD)"
1811626,"Universal Pictures Home Entertainment [de] - (2003) (Germany) (DVD)"
1811626,"Universal Pictures Home Entertainment [de] - (2007) (Germany) (DVD)"
1811626,"Universal Pictures Home Entertainment [de] - (2012) (Germany) (DVD) (Jahr100Film)"
1811626,"Universal Pictures [de] - (1963) (West Germany) (theatrical)"
1811626,"Universal Pictures [jp] - (1963) (Japan) (theatrical)"
1811626,"Universal Pictures [jp] - (2008) (Japan) (DVD)"
1811626,"Universal Pictures [us] - (1963) (USA) (theatrical) (as A Universal Release)"
1811626,"Universal Studios Home Video [ca] - (2003) (Canada) (DVD)"
1811626,"Universal [fr] - (1963) (France) (theatrical)"
1811626,"Väinän Filmi [fi] - (1964) (Finland) (theatrical)"
1811626,"VCI Home Video [us] - (1998) (USA) (VHS)"
1811626,"VCI Home Video [us] - (2002) (USA) (DVD)"
1811626,"ViewCave [us] - (1963) (worldwide) (all media) (Internet) (non-exclusive)"
1811626,"Weton Wesgram [nl] - (2004) (Netherlands) (DVD)"
1811626,"Yleisradio (YLE) [fi] - (2005) (Finland) (TV)"
1811722,"20th Century Fox de Argentina [ar] - (1981) (Argentina) (theatrical)"
1811722,"20th Century Fox Home Entertainment [br] - (2001) (Brazil) (DVD)"
1811722,"20th Century Fox Home Entertainment [fr] - (2000) (France) (DVD)"
1811722,"20th Century Fox Video - (1982) (UK) (VHS)"
1811722,"20th Century Fox [fr] - (1981) (France) (theatrical)"
1811722,"Abril Vídeo [br] - (????) (Brazil) (VHS)"
1811722,"CBS / Fox Video [gr] - (1984) (Greece) (VHS)"
1811722,"CBS/Fox Video [gb] - (1986) (UK) (VHS)"
1811722,"CBS/Fox [ar] - (198?) (Argentina) (VHS)"
1811722,"Columbia Broadcasting System (CBS) [us] - (1984) (USA) (TV)"
1811722,"Fox Films [fi] - (1981) (Finland) (theatrical)"
1811722,"FS Film Oy [fi] - (2006) (Finland) (DVD)"
1811722,"Ladd Company, The [us] - (1981) (USA) (theatrical)"
1811722,"Mainostelevisio (MTV3) [fi] - (1994) (Finland) (TV) (2002) (2008)"
1811722,"Nelonen [fi] - (1997) (Finland) (TV) (1999)"
1811722,"Rautakirja [fi] - (????) (Finland) (video)"
1811722,"Twentieth Century Fox Film Company [gb] - (1981) (UK) (theatrical)"
1811722,"Twentieth Century Fox Home Entertainment Germany [de] - (2001) (Germany) (DVD)"
1811722,"Twentieth Century Fox Home Entertainment Germany [de] - (2006) (Germany) (DVD) (steelbook edition)"
1811722,"Twentieth Century Fox Home Entertainment Germany [de] - (2009) (Germany) (DVD)"
1811722,"Twentieth Century Fox Home Entertainment Germany [de] - (2012) (Germany) (DVD) (blu-ray)"
1811722,"Warner Bros. Pictures International [us] - (1981) (worldwide) (theatrical)"
1811722,"Warner Bros. [us] - (1981) (USA) (theatrical)"
1811722,"Warner Bros. [us] - (2001) (USA) (theatrical)"
1811722,"Warner Home Video [us] - (1982) (USA) (VHS)"
1811722,"Warner Home Video [us] - (1986) (USA) (VHS) (pan and scan)"
1811722,"Warner Home Video [us] - (1988) (USA) (VHS)"
1811722,"Warner Home Video [us] - (1992) (USA) (VHS)"
1811722,"Warner Home Video [us] - (2000) (USA) (DVD) (widescreen)"
1811722,"Warner Home Video [us] - (2001) (USA) (DVD)"
1811722,"Warner Home Video [us] - (2005) (USA) (DVD) (widescreen)"
1811722,"Warner Home Video [us] - (2006) (USA) (DVD)"
1811722,"Warner Home Video [us] - (????) (USA) (video) (laserdisc)"
1811722,"Yleisradio (YLE) [fi] - (1988) (Finland) (TV)"
1812202,"Anchor Bay Entertainment [us]"
1812202,"Buena Vista Distribution Company [us] - (1967) (USA) (theatrical)"
1812202,"Buena Vista Home Entertainment (BVHE) [us] - (2004) (USA) (DVD)"
1812202,"National Broadcasting Company (NBC) [us] - (1969) (USA) (TV)"
1812255,"Columbia Broadcasting System (CBS) [us] - (1976) (USA) (TV)"
1812255,"Finnkino [fi] - (2004) (Finland) (DVD)"
1812255,"Missing in Action (MIA) [gb]"
1812255,"Paramount Filmes do Brasil [br] - (2004) (Brazil) (DVD)"
1812255,"Paramount Filmes do Brasil [br] - (2004) (Brazil) (VHS)"
1812255,"Paramount Home Video [us] - (19??) (USA) (video) (laserdisc)"
1812255,"Paramount Home Video [us] - (2001) (USA) (DVD)"
1812255,"Paramount Home Video [us] - (2001) (USA) (VHS)"
1812255,"Paramount Pictures [us] - (1973) (USA) (theatrical)"
1812255,"Scotia-Barber [gb] - (197?) (UK) (theatrical)"
